,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
32,2013 Hyundai Grand i10,2013,Petrol,"26,709 Kms",1197 cc,1st Owner,KA01,Comprehensive,1197 CC,82bhp,5,Maroon,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,15,000"
33,2014 Maruti Celerio,2014,Petrol,"47,846 Kms",998 cc,2nd Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,28,000"
34,2013 Maruti Alto 800,2013,Petrol,"69,564 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,60,000"
35,2015 Maruti Alto 800,2015,Petrol,"31,308 Kms",796 cc,2nd Owner,Manual,22.05 kmpl,47.33bhp,69Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,F8D Petrol Engine,"2,90,000"
36,2014 Maruti Swift,2014,Petrol,"78,211 Kms",1197 cc,1st Owner,Manual,21.21 kmpl,81.80bhp,113Nm,5,White,5,FWD,Electric,Disc,Drum,12.71s,VTVT Engine,"4,70,000"
37,2013 Hyundai i10,2012,Petrol,"47,465 Kms",1197 cc,2nd Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"3,30,000"
38,2012 Hyundai i10,2012,Petrol,"55,420 Kms",1086 cc,1st Owner,Manual,19.81 kmpl,68.05bhp,99.04Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,"3,25,000"
39,2018 Maruti Eeco,2018,Petrol,"18,886 Kms",1196 cc,1st Owner,Manual,15.37 kmpl,73bhp,101Nm,5,Grey,5 Speed,RWD,Manual,Ventilated Disc,Drum,15.7 Seconds,In-Line Engine,"4,67,885"
40,2013 Hyundai EON,2013,Petrol,"7,805 Kms",814 cc,1st Owner,KA05,Comprehensive,814 CC,55.2bhp,5,Silver,5 Speed,FWD,Manual,Disc,Drum,19 Seconds,Petrol Engine,"3,05,000"
41,2014 Maruti Alto 800,2013,Petrol,"41,836 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Red,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,60,000"
42,2014 Hyundai Grand i10,2014,Petrol,"60,840 Kms",1197 cc,1st Owner,KA04,Comprehensive,1197 CC,82bhp,5,Maroon,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,60,000"
43,2014 Hyundai Grand i10,2014,Petrol,"29,137 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,55,000"
44,2011 Hyundai i10,2011,Petrol,"48,394 Kms",1197 cc,2nd Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"3,10,000"
45,2016 Honda Jazz,2016,Petrol,"55,628 Kms",1199 cc,1st Owner,Manual,18.7 kmpl,88.7bhp,110Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,"5,60,000"
46,2018 Renault KWID,2018,Petrol,"9,419 Kms",999 cc,1st Owner,Manual,23.01 kmpl,67bhp,91Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,,Petrol Engine,"4,25,000"
47,2020 Hyundai i20,2019,Petrol,"15,838 Kms",1197 cc,1st Owner,Automatic,17.4 kmpl,81.86bhp,117nm,5,Other,5 Speed,FWD,Power,Disc,Drum,16.18 Seconds,Kappa VTVT Petrol Engine,"8,95,000"
48,2011 Maruti Swift,2011,Petrol,"61,473 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,"3,65,000"
49,2016 Maruti Baleno,2016,Petrol,"39,390 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"6,10,000"
50,2017 Renault KWID,2016,Petrol,"68,264 Kms",799 cc,1st Owner,Manual,25.17 kmpl,53.3bhp,72Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,"3,40,000"
51,2017 Ford Figo,2017,Diesel,"78,374 Kms",1499 cc,1st Owner,Manual,24.4 kmpl,98.96bhp,215Nm,5,Silver,5 Speed,FWD,Electric,Ventilated Disc,Drum,,TDCi Diesel Engine,"5,45,000"
52,2015 Hyundai Grand i10,2014,Petrol,"30,607 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,50,000"
53,2018 Maruti Ignis,2017,Petrol,"33,120 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"5,15,000"
54,2012 Maruti Swift,2012,Petrol,"96,681 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,"4,15,000"
55,2016 Maruti Alto 800,2016,Petrol,"16,739 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,10,000"
56,2018 Maruti Celerio,2018,Petrol,"5,671 Kms",998 cc,1st Owner,Manual,21.63 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"5,05,000"
57,2016 Maruti Swift,2016,Petrol,"29,509 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Silver,5,FWD,Power,Disc,Drum,,VTVT Engine,"5,85,000"
58,2014 Hyundai Grand i10,2013,Petrol,"20,818 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,35,000"
59,2013 Maruti Swift Dzire,2013,Petrol,"76,319 Kms",1197 cc,2nd Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,70,000"
60,2018 Renault KWID,2018,Petrol,"25,775 Kms",999 cc,1st Owner,Manual,23.01 kmpl,67bhp,91Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,13.90 Seconds,Petrol Engine,"4,00,000"
61,2012 Hyundai i10,2011,Petrol,"93,007 Kms",1197 cc,2nd Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"3,33,500"
62,2016 Maruti Wagon R,2016,Petrol,"20,849 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,45,000"
63,2013 Maruti Alto 800,2013,Petrol,"31,940 Kms",796 cc,1st Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,65,000"
64,2020 Hyundai i20,2019,Petrol,"48,997 Kms",1197 cc,1st Owner,Manual,21 kmpl,81.86bhp,114.74nm,5,Other,5 Speed,,Electric,Disc,Drum,,1.2 l Kappa petrol,"8,50,000"
65,2011 Hyundai i10,2010,Petrol,"89,647 Kms",1197 cc,2nd Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Kappa2 Engine,"2,90,000"
66,2017 Honda Jazz,2017,Petrol,"44,490 Kms",1199 cc,1st Owner,Manual,18.7 kmpl,88.7bhp,110Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,"6,05,000"
67,2013 Maruti Ritz,2013,Petrol,"82,438 Kms",1197 cc,1st Owner,Manual,18.5 kmpl,85.80bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,K Series Petrol Engine,"4,10,000"
68,2015 Maruti Alto 800,2014,Petrol,"26,308 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,95,000"
69,2019 Renault KWID,2019,Petrol,"12,432 Kms",799 cc,2nd Owner,Manual,20.71 kmpl,53.26bhp,72Nm,5,Red,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,"3,95,000"
70,2015 Hyundai EON,2015,Petrol,"37,057 Kms",814 cc,1st Owner,Manual,22 kmpl,55 Bhp,76.5 Nm,5,Other,5 Manual,RWD,Manual,Disc,Drum,,800 L SOHC 3 Cylinder,"3,10,000"
71,2016 Maruti Celerio,2016,Petrol,"26,897 Kms",998 cc,2nd Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,40,000"
72,2018 Renault KWID,2018,Petrol,"24,464 Kms",999 cc,1st Owner,Automatic,22 kmpl,67bhp,91Nm,5,Silver,5 Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"4,20,000"
73,2015 Hyundai Xcent,2015,Petrol,"79,757 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,81.86bhp,113.75Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,Kappa VTVT Petrol Engine,"4,00,000"
74,2018 Maruti Wagon R,2018,Petrol,"25,722 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,50,000"
75,2017 Nissan Micra Active,2017,Petrol,"44,955 Kms",1198 cc,2nd Owner,Manual,19.49 kmpl,67.04bhp,104Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,In Line Petrol Engine,"3,81,000"
76,2017 Renault KWID,2017,Petrol,"23,390 Kms",999 cc,1st Owner,Manual,21.74 kmpl,67bhp,91Nm,5,Silver,5 Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"3,90,000"
77,2015 Honda Jazz,2015,Petrol,"23,308 Kms",1199 cc,1st Owner,KA03,Comprehensive,1199 CC,88.50bhp,5,Orange,5-Speed,,Electric,Disc,Drum,,1.2 i-VTEC Petrol,"6,25,000"
78,2015 Maruti Swift Dzire,2015,Petrol,"18,493 Kms",1197 cc,1st Owner,Manual,20.85 kmpl,83.14bhp,115Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"6,00,500"
79,2018 Honda Amaze,2018,Petrol,"42,116 Kms",1198 cc,1st Owner,Manual,17.8 kmpl,86.7bhp,109Nm,5,White,5 Speed,FWD,Power,Disc,Drum,15 Seconds,i-VTEC Petrol Engine,"6,37,500"
80,2016 Maruti Alto 800,2016,Petrol,"34,905 Kms",796 cc,2nd Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,05,000"
81,2018 Maruti Alto 800,2017,Petrol,"31,234 Kms",796 cc,1st Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,40,000"
82,2014 Maruti Alto 800,2014,Petrol,"36,297 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,White,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,80,000"
83,2017 Maruti Ignis,2017,Petrol,"49,366 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,White,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"5,45,000"
84,2013 Maruti Swift Dzire,2013,Petrol,"72,015 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,65,000"
85,2018 Maruti Ciaz,2018,Petrol,"31,533 Kms",1373 cc,1st Owner,Manual,20.73 kmpl,91.1bhp,130Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"7,88,500"
86,2009 Maruti Swift,2009,Petrol,"91,025 Kms",1298 cc,1st Owner,Manual,16.1 kmpl,88.2,11.5,5,Black,5 Speed,,Power,Ventilated Disc,Drum,12.29 seconds,In-Line Engine,"3,25,000"
87,2015 Maruti Swift,2015,Diesel,"64,977 Kms",1248 cc,1st Owner,Manual,25.2 kmpl,74bhp,190Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"5,32,000"
88,2015 Hyundai i10,2014,Petrol,"22,840 Kms",1086 cc,2nd Owner,Manual,19.81 kmpl,68.05bhp,99.04Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,"3,70,500"
89,2017 Ford Figo,2017,Diesel,"54,198 Kms",1499 cc,1st Owner,Manual,24.4 kmpl,98.96bhp,215Nm,5,Other,5 Speed,FWD,Electric,Ventilated Disc,Drum,,TDCi Diesel Engine,"5,20,000"
90,2017 Renault KWID,2017,Petrol,"19,841 Kms",799 cc,1st Owner,Manual,25.17 kmpl,53.3bhp,72Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,"3,76,000"
91,2015 Maruti Alto 800,2015,Petrol,"42,371 Kms",796 cc,2nd Owner,KA01,Comprehensive,796 CC,47.3bhp,5,White,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,70,000"
92,2017 Maruti Baleno,2017,Petrol,"71,324 Kms",1197 cc,2nd Owner,Automatic,21.4 kmpl,83.1bhp,115Nm,5,White,CVT,FWD,Power,Disc,Drum,12.79 seconds,VVT Petrol Engine,"6,45,000"
93,2014 Maruti Alto K10,2014,Petrol,"79,683 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,11,500"
94,2017 Maruti Baleno,2017,Diesel,"57,424 Kms",1248 cc,1st Owner,Manual,27.39 kmpl,74bhp,190Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,12.93 seconds,DDiS Diesel Engine,"7,40,500"
95,2015 Honda Amaze,2015,Petrol,"27,259 Kms",1198 cc,1st Owner,Manual,18 kmpl,86.7bhp,109Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,15 Seconds,i-VTEC Petrol Engine,"5,00,000"
96,2018 Hyundai EON,2017,Petrol,"16,062 Kms",814 cc,1st Owner,Manual,21.1 kmpl,55.2bhp,74.5Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,19 Seconds,Petrol Engine,"3,55,000"
97,2010 Maruti Swift,2010,Petrol,"37,471 Kms",1197 cc,1st Owner,Manual,23.2 kmpl,88.50bhp,113Nm,5,Black,5-Speed,,Electric,Disc,Drum,,K series Dual Jet,"3,50,000"
98,2012 Hyundai i10,2012,Petrol,"30,894 Kms",1086 cc,1st Owner,Manual,19.81 kmpl,68.05bhp,99.04Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,14.3 Seconds,IRDE2 Engine,"3,30,000"
99,2015 Maruti Wagon R,2015,Petrol,"54,400 Kms",998 cc,2nd Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,04,000"
100,2009 Hyundai i10,2009,Petrol,"26,225 Kms",1197 cc,1st Owner,Manual,20.36 kmpl,78.9bhp,111.7Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,Petrol Engine,"2,96,000"
101,2018 Maruti Eeco,2018,Petrol,"18,925 Kms",1196 cc,1st Owner,Manual,16.11 kmpl,72.42bhp,98Nm,5,Other,5 Speed,RWD,Manual,Disc,Drum,15.7 Seconds,G12B,"4,40,500"
102,2016 Maruti Swift,2016,Petrol,"4,781 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,White,5,FWD,Power,Disc,Drum,,VTVT Engine,"6,66,500"
103,2014 Hyundai i20,2013,Petrol,"54,538 Kms",1197 cc,1st Owner,KA02,Comprehensive,1197 CC,82.85bhp,5,Brown,5 Speed,FWD,Power,Disc,Drum,,Kappa VTVT Petrol Engine,"4,45,000"
104,2015 Hyundai Xcent,2015,Petrol,"47,282 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,82bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,Kappa VTVT Petrol Engine,"4,80,000"
105,2015 Maruti Swift,2015,Petrol,"25,626 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5,FWD,Power,Disc,Drum,,VTVT Engine,"5,23,500"
106,2014 Maruti Swift Dzire,2014,Petrol,"14,636 Kms",1197 cc,2nd Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,75,000"
107,2015 Maruti Alto K10,2014,Petrol,"17,503 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,50,000"
108,2016 Tata Tiago,2016,Petrol,"65,676 Kms",1199 cc,1st Owner,Manual,23.84 kmpl,84bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,14.3 Seconds,Revotron Engine,"4,17,000"
109,2016 Hyundai Xcent,2015,Petrol,"37,766 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,82bhp,114Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,14.2 Seconds,Kappa VTVT Petrol Engine,"5,30,500"
110,2017 Hyundai Grand i10,2017,Petrol,"48,801 Kms",1197 cc,2nd Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"5,45,000"
111,2012 Hyundai i10,2012,Petrol,"19,872 Kms",1197 cc,2nd Owner,Manual,20.36 kmpl,78.9bhp,111.7Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,Kappa Petrol Engine,"3,42,000"
