,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
14,2014 Mahindra Thar,2014,Diesel,"45,495 Kms",2498 cc,1st Owner,Manual,16.55 kmpl,105bhp,247Nm,7,Other,5 Speed,AWD,Power,Disc,Drums,,NEF TCI- CRDe Diesel Engi,"7,00,000"
15,2013 Maruti Swift,2013,Diesel,"58,254 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.75 Seconds,DDiS Diesel Engine,"3,95,000"
16,2015 Maruti Swift,2015,Diesel,"114,230 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74bhp,190Nm,5,Other,5,FWD,Power,Disc,Drum,,DDiS 190 Engine,"3,82,000"
17,2015 Maruti Swift,2015,Diesel,"76,418 Kms",1248 cc,1st Owner,Manual,25.2 kmpl,74bhp,190Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"3,80,000"
18,2017 Maruti Swift,2016,Diesel,"60,637 Kms",1248 cc,1st Owner,Manual,25.2 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"3,95,000"
19,2014 Maruti Swift,2014,Petrol,"67,732 Kms",1197 cc,2nd Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Other,5,FWD,Power,Disc,Drum,,VTVT Engine,"3,70,000"
20,2013 Maruti Swift Dzire,2013,Petrol,"66,553 Kms",1197 cc,1st Owner,Manual,19.1 kmpl,85.8bhp,114Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"3,85,000"
21,2017 Maruti Ignis,2017,Petrol,"23,615 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"4,49,000"
22,2014 Maruti Ritz,2014,Diesel,"89,233 Kms",1248 cc,1st Owner,Manual,23.2 kmpl,73.97bhp,190Nm,5,Other,5-Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,DDiS Diesel Engine,"2,75,000"
23,2016 Ford Ecosport,2016,Diesel,"85,902 Kms",1498 cc,1st Owner,Manual,21.7 kmpl,98.96bhp,215Nm,5,White,5 Speed,FWD,Electric,Ventilated Disc,Drum,,TDCi Diesel Engine,"5,25,000"
24,2017 Maruti Vitara Brezza,2017,Diesel,"82,513 Kms",1248 cc,1st Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"6,79,000"
25,2013 Maruti Swift Dzire,2013,Diesel,"67,672 Kms",1248 cc,1st Owner,Manual,23.4 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,DDiS Diesel Engine,"2,99,000"
26,2013 Maruti Swift Dzire,2013,Diesel,"96,027 Kms",1248 cc,1st Owner,Manual,23.4 kmpl,74bhp,190Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,,DDiS Diesel Engine,"3,00,000"
27,2016 Maruti Ciaz,2016,Petrol,"26,753 Kms",1373 cc,1st Owner,Automatic,19.12 kmpl,91.1bhp,130Nm,5,Other,4 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"7,16,500"
28,2018 Hyundai i20,2018,Petrol,"50,686 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"6,28,000"
29,2015 Toyota Etios Liva,2015,Diesel,"103,415 Kms",1364 cc,1st Owner,Manual,23.59 kmpl,67.04bhp,170Nm,5,Other,5 Speed,FWD,Power,Ventilated DIsc,Drum,17.5 Seconds,D-4D Diesel Engine,"3,35,000"
30,2018 Maruti Baleno,2018,Petrol,"30,970 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"6,22,000"
31,2018 Hyundai i20,2018,Petrol,"33,237 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,White,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"5,47,500"
32,2014 Skoda Rapid,2014,Diesel,"76,121 Kms",1498 cc,1st Owner,Manual,21.14 kmpl,103.52bhp,250Nm,5,Other,5-speed,FWD,Power,Disc,Drum,11 Seconds,Diesel Engine,"3,49,000"
33,2016 Maruti Vitara Brezza,2016,Diesel,"80,291 Kms",1248 cc,1st Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"5,95,000"
34,2015 Ford Ecosport,2015,Diesel,"87,208 Kms",1498 cc,1st Owner,Manual,23 kmpl,98.96bhp,205Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,,TDCi Diesel Engine,"5,39,500"
35,2017 Maruti Swift Dzire,2017,Diesel,"71,549 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"5,75,000"
36,2016 Maruti Ciaz,2016,Diesel,"136,776 Kms",1248 cc,1st Owner,Manual,28.09 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS 200 Engine,"5,05,000"
37,2014 Honda City,2014,Diesel,"92,478 Kms",1498 cc,1st Owner,Manual,26 kmpl,98.6bhp,200Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,10 Seconds,i DTEC Diesel Engine,"4,24,000"
38,2015 Maruti Baleno,2015,Diesel,"79,174 Kms",1248 cc,1st Owner,Manual,27.39 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.93 seconds,DDiS Diesel Engine,"4,50,000"
39,2017 Hyundai i20,2016,Diesel,"97,760 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.73bhp,219.7Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,"5,50,000"
40,2014 Maruti Swift,2014,Diesel,"44,175 Kms",1248 cc,1st Owner,DL9C,Comprehensive,1248 CC,74bhp,5,Other,5,,Power,Disc,Drum,,DDiS 190 Engine,"3,15,000"
41,2012 Hyundai i20,2012,Diesel,"86,921 Kms",1396 cc,1st Owner,Manual,21.9 kmpl,88.76bhp,219.6Nm,5,Silver,6 Speed,FWD,Power,Disc,Disc,,U2 CRDI Diesel Engine,"2,50,000"
42,2014 Maruti Swift,2014,Diesel,"33,482 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74bhp,190Nm,5,Grey,5,FWD,Power,Disc,Drum,,DDiS 190 Engine,"3,60,000"
43,2019 Maruti Baleno,2019,Petrol,"17,990 Kms",1197 cc,1st Owner,Manual,21.01 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,12.36 seconds,1.2L VVT Engine,"5,68,500"
44,2013 Maruti Swift Dzire,2013,Diesel,"67,456 Kms",1248 cc,2nd Owner,Manual,23.4 kmpl,74bhp,190Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,14.85 Seconds,DDiS Diesel Engine,"3,05,000"
45,2019 Hyundai Venue,2019,Petrol,"22,213 Kms",998 cc,1st Owner,Automatic,18.15 kmpl,118.35bhp,172Nm,5,Other,7-Speed DCT,FWD,Electric,Disc,Drum,,Kappa 1.0 L Turbo GDi Petrol,"10,77,500"
46,2015 Ford Ecosport,2015,Diesel,"86,059 Kms",1498 cc,1st Owner,Manual,22.7 kmpl,89.84bhp,204Nm,5,Black,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,"4,05,000"
47,2016 Hyundai i20,2016,Petrol,"56,771 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"4,95,000"
48,2019 Volkswagen Ameo,2019,Petrol,"61,925 Kms",999 cc,2nd Owner,Manual,19.44 kmpl,75bhp,95Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,,MPI Petrol Engine,"5,05,000"
49,2016 Ford Ecosport,2016,Diesel,"106,698 Kms",1498 cc,1st Owner,DL2C,Comprehensive,1498 CC,98.96bhp,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,TDCi Diesel Engine,"5,01,000"
50,2018 Hyundai Grand i10,2018,Petrol,"48,167 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,60,000"
51,2015 Volkswagen Vento,2015,Diesel,"76,177 Kms",1498 cc,1st Owner,Manual,20.34 kmpl,103.2bhp,250Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,11.94 Seconds,TDI Diesel Engine,"4,25,000"
52,2019 Maruti Alto K10,2019,Petrol,"7,888 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,60,000"
53,2018 Toyota Etios Liva,2017,Petrol,"29,040 Kms",1197 cc,2nd Owner,Manual,17.71 kmpl,78.9bhp,104Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,Petrol Engine,"4,81,840"
54,2015 Ford Ecosport,2015,Petrol,"49,859 Kms",1499 cc,1st Owner,Manual,15.85 kmpl,110.4bhp,140Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,16 Seconds,Ti-VCT Petrol Engine,"5,55,000"
55,2015 Maruti Alto K10,2015,Petrol,"81,198 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"2,71,000"
56,2015 Toyota Corolla Altis,2015,Petrol,"92,157 Kms",1798 cc,1st Owner,Manual,14.28 kmpl,138.03bhp,173Nm,5,Other,6 Speed,FWD,Power,Ventilated Disc,Solid Disc,10.1 Seconds,2ZR-FE Petrol Engine,"6,85,000"
57,2016 Honda City,2016,Petrol,"25,010 Kms",1497 cc,1st Owner,Manual,17.8 kmpl,117.3bhp,145Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,10 Seconds,i VTEC Engine,"7,03,000"
58,2019 Renault KWID,2019,Petrol,"26,006 Kms",799 cc,1st Owner,Manual,25.17 kmpl,53.3bhp,72Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,16 Seconds,Petrol Engine,"3,38,000"
59,2015 Hyundai Grand i10,2015,Petrol,"40,428 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"3,90,000"
60,2016 Maruti Swift,2016,Diesel,"106,491 Kms",1248 cc,1st Owner,Manual,25.2 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"3,85,000"
61,2017 Hyundai Grand i10,2017,Petrol,"4,135 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"6,05,000"
62,2012 Maruti Swift,2012,Petrol,"97,358 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,"3,05,000"
63,2013 Hyundai i10,2013,Petrol,"110,923 Kms",1197 cc,2nd Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Engine,"2,51,500"
64,2014 Ford Ecosport,2014,Diesel,"103,138 Kms",1498 cc,1st Owner,Manual,21.7 kmpl,98.96bhp,215Nm,5,Black,5 Speed,FWD,Electric,Ventilated Disc,Drum,,TDCi Diesel Engine,"4,40,000"
65,2012 Honda Brio,2012,Petrol,"42,308 Kms",1198 cc,1st Owner,Manual,19.4 kmpl,86.8bhp,109Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,i-VTEC Engine,"2,52,000"
66,2013 Maruti Swift Dzire,2013,Diesel,"75,368 Kms",1248 cc,1st Owner,Manual,23.4 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,DDiS Diesel Engine,"2,98,000"
67,2017 Honda Jazz,2017,Petrol,"58,564 Kms",1199 cc,1st Owner,Manual,16.6 kmpl,88.50bhp,110Nm,5,Other,5-Speed,,Electric,Disc,Drum,,1.2 i-VTEC Petrol,"5,20,000"
68,2012 Hyundai i10,2011,Petrol,"102,145 Kms",1197 cc,1st Owner,Manual,20.36 kmpl,78.9bhp,111.7Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,Kappa Petrol Engine,"2,20,000"
69,2015 Maruti Swift,2015,Petrol,"58,719 Kms",1197 cc,2nd Owner,Manual,20.4 kmpl,81.80bhp,113Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.6 Seconds,K Series VVT Engine,"4,18,000"
70,2018 Hyundai Grand i10,2017,Diesel,"54,320 Kms",1186 cc,2nd Owner,Manual,24 kmpl,73.97bhp,190.24nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.21 Seconds,U2 CRDi Diesel Engine,"4,09,000"
71,2015 Maruti Ciaz,2015,Petrol,"58,257 Kms",1373 cc,1st Owner,Automatic,19.12 kmpl,91.1bhp,130Nm,5,Other,4 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"6,27,500"
72,2016 Maruti Ciaz,2016,Diesel,"79,714 Kms",1248 cc,1st Owner,Manual,28.09 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS 200 Engine,"5,45,000"
73,2018 Ford Ecosport,2018,Diesel,"70,944 Kms",1498 cc,1st Owner,Manual,21.7 kmpl,99.23bhp,215nm,5,Other,5 Speed,FWD,Electric,Ventilated Disc,Drum,,1.5 L Diesel Engine,"7,77,500"
74,2017 Hyundai Grand i10,2017,Petrol,"19,171 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"5,12,000"
75,2014 Maruti Swift,2014,Diesel,"90,242 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74bhp,190Nm,5,Other,5,FWD,Power,Disc,Drum,,DDiS 190 Engine,"3,50,000"
76,2017 Maruti Baleno,2017,Diesel,"66,795 Kms",1248 cc,1st Owner,Manual,27.39 kmpl,74bhp,190Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,12.93 seconds,DDiS Diesel Engine,"5,70,000"
77,2013 Maruti Swift Dzire,2013,Diesel,"82,907 Kms",1248 cc,1st Owner,DL1C,Comprehensive,1248 CC,74bhp,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,DDiS Diesel Engine,"2,87,000"
78,2018 Maruti Ciaz,2018,Petrol,"43,853 Kms",1373 cc,1st Owner,Manual,20.73 kmpl,91.1bhp,130Nm,5,Blue,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"7,59,000"
79,2012 Maruti Swift,2012,Petrol,"25,501 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,"3,25,000"
80,2016 Mahindra KUV 100,2016,Diesel,"57,054 Kms",1198 cc,1st Owner,Manual,25.32 kmpl,77bhp,190Nm,6,Grey,5 Speed,FWD,Power,Disc,Drum,14.5 seconds,mFALCON D75 Engine,"3,98,500"
81,2018 Maruti Baleno,2018,Diesel,"61,759 Kms",1248 cc,1st Owner,HR87,Comprehensive,1248 CC,74bhp,5,White,5 Speed,FWD,Power,Disc,Drum,12.93 seconds,DDiS Diesel Engine,"5,35,000"
82,2020 Renault KWID,2020,Petrol,"6,344 Kms",799 cc,1st Owner,Manual,20.71 kmpl,53.26bhp,72Nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,16 Seconds,Petrol Engine,"3,89,000"
83,2015 Maruti Swift,2014,Petrol,"60,893 Kms",1197 cc,1st Owner,Manual,22 kmpl,81.80bhp,113Nm,5,Grey,5,FWD,Power,Disc,Drum,,VTVT Engine,"4,06,500"
84,2016 Maruti Vitara Brezza,2016,Diesel,"116,113 Kms",1248 cc,1st Owner,Manual,24.3 kmpl,88.5bhp,200Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"5,80,000"
85,2015 Ford Ecosport,2015,Diesel,"36,775 Kms",1498 cc,1st Owner,Manual,23 kmpl,98.96bhp,205Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,,TDCi Diesel Engine,"5,56,000"
86,2013 Maruti Swift,2013,Petrol,"47,852 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,"3,85,000"
87,2017 Maruti Ciaz,2017,Petrol,"68,698 Kms",1373 cc,1st Owner,Manual,20.73 kmpl,91.1bhp,130Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"6,90,000"
88,2013 Maruti Swift,2013,Diesel,"99,877 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,13.75 Seconds,DDiS Diesel Engine,"3,30,000"
89,2017 Ford Ecosport,2017,Diesel,"83,892 Kms",1498 cc,1st Owner,Manual,21.7 kmpl,98.96bhp,215Nm,5,Silver,5 Speed,FWD,Electric,Ventilated Disc,Drum,,TDCi Diesel Engine,"6,14,000"
90,2015 Hyundai Creta,2015,Diesel,"119,175 Kms",1582 cc,1st Owner,Manual,19.67 kmpl,126.2bhp,259.9Nm,5,White,6 Speed,FWD,Power,Disc,Drum,10.5 Seconds,U2 CRDI VGT Engine,"8,43,500"
91,2017 Hyundai i20,2017,Petrol,"36,375 Kms",1197 cc,1st Owner,Manual,21 kmpl,81.86bhp,114.74nm,5,Other,5 Speed,,Electric,Disc,Drum,,1.2 l Kappa petrol,"5,45,000"
92,2015 Maruti Ciaz,2014,Diesel,"65,860 Kms",1248 cc,2nd Owner,Manual,26.21 kmpl,88.50bhp,200Nm,5,Red,5 Speed,FWD,Power,Ventilated Discs,Drums,15 Seconds,DDIS 200 Engine,"4,75,000"
93,2012 Hyundai i10,2011,Petrol,"82,400 Kms",1197 cc,1st Owner,Manual,20.36 kmpl,78.9bhp,111.8Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,,DOHC Engine,"2,25,000"
94,2019 Ford Figo,2019,Petrol,"28,638 Kms",1196 cc,1st Owner,Manual,18.16 kmpl,86.8bhp,112Nm,5,White,5 Speed,FWD,EPAS,Ventilated Disc,Drum,15.7 Seconds,Ti-VCT Petrol Engine,"5,55,000"
95,2018 Maruti Baleno,2018,Petrol,"96,850 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"5,27,000"
96,2013 Maruti Swift,2013,Diesel,"92,225 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,13.75 Seconds,DDiS Diesel Engine,"3,00,000"
97,2017 Hyundai Grand i10,2017,Petrol,"14,018 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"5,05,000"
98,2016 Hyundai i20,2016,Diesel,"134,486 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.73bhp,219.7Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,"4,75,000"
99,2016 Maruti Ciaz,2016,Diesel,"69,653 Kms",1248 cc,2nd Owner,Manual,28.09 kmpl,88.5bhp,200Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS 200 Engine,"5,99,000"
100,2014 Maruti Swift,2014,Petrol,"55,154 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,,K Series Petrol Engine,"3,81,000"
101,2018 Hyundai i20,2018,Petrol,"38,578 Kms",1197 cc,1st Owner,Automatic,17.4 kmpl,81.86bhp,114.73nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,16.18 Seconds,Kappa VTVT Petrol Engine,"7,25,000"
102,2013 Maruti Swift,2013,Diesel,"74,496 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,14.8 Seconds,DDiS Diesel Engine,"2,60,000"
103,2013 Maruti Swift,2012,Diesel,"82,325 Kms",1248 cc,1st Owner,Manual,22.9 kmpl,74bhp,190Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.75 Seconds,DDiS Diesel Engine,"2,50,000"
104,2018 Toyota Corolla Altis,2018,Petrol,"62,795 Kms",1798 cc,1st Owner,Automatic,14.28 kmpl,138.03bhp,173Nm,5,Other,7 Speed,FWD,Power,Ventilated Disc,Solid Disc,11.46 Seconds,2ZR-FE Petrol Engine,"16,12,000"
105,2017 Maruti Swift,2017,Diesel,"97,654 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74bhp,190Nm,5,Grey,5,,Power,Disc,Drum,,DDiS 190 Engine,"4,23,000"
106,2017 Maruti Alto K10,2017,Petrol,"38,407 Kms",998 cc,1st Owner,Manual,23.95 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,K Series Petrol Engine,"3,48,000"
107,2013 Maruti Wagon R Stingray,2013,Petrol,"44,664 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,K 10B Petrol Engine,"2,79,000"
108,2018 Maruti Baleno,2018,Petrol,"49,119 Kms",1197 cc,1st Owner,Manual,21.01 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Electric,Disc,Drum,12.36 seconds,1.2L VVT Engine,"5,56,500"
109,2016 Hyundai i20,2015,Diesel,"75,747 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.73bhp,219.7Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,"4,80,000"
110,2014 Maruti Swift,2014,Petrol,"79,926 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,85.8bhp,114Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,12.29 Seconds,K Series Petrol Engine,"3,65,000"
